Codes,Area names,Region,Location,Total % 0-4,Total % 5-6,Total % 7-8,Total % 9-10,Total Average rating,0-4 CV,0-4 Lower limit,0-4 Upper limit,5-6 CV, 5-6 Lower limit,5-6 Upper limit,7-8 CV,7-8 Lower limit,7-8 Upper limit,9-10 CV,9-10 Lower limit,9-10 Upper limit,Total CV,Total Lower limit,Total Upper limit,Sample size
E06000027,,Torbay UA,,11.692499999999999,17.347499999999997,40.3275,30.634999999999998,7.2425,10.225,9.34,14.047500000000001,8.25,14.5325,20.1625,4.69,36.6125,44.0375,5.77,27.167499999999997,34.097500000000004,1.1575,7.077500000000001,7.402500000000001,1010.75
E06000028,,Bournemouth UA,,10.5975,18.195,41.63,29.58,7.2675,10.895,8.3225,12.867500000000001,8.434999999999999,15.184999999999999,21.2,4.8975,37.6225,45.635000000000005,6.405,25.86,33.2975,1.1400000000000001,7.1049999999999995,7.4275,955.75
E06000029,,Poole UA,,9.8625,17.005,41.585,31.545,7.3775,12.0725,7.539999999999999,12.1825,8.997499999999999,14.0125,19.9975,4.6225000000000005,37.809999999999995,45.36,5.5425,28.11,34.9825,1.1325,7.2125,7.545,932.75
E06000030,,Swindon UA,,10.469999999999999,18.14,38.839999999999996,32.55,7.2975,13.6675,7.6525,13.29,8.9925,14.94,21.34,5.175,34.895,42.7825,5.922500000000001,28.7525,36.3475,1.37,7.1000000000000005,7.495000000000001,792.0
E06000031,,Peterborough UA,,10.735000000000001,19.665,38.6,30.995000000000005,7.245,12.569999999999999,8.1075,13.365000000000002,9.0175,16.1875,23.1475,5.6525,34.31,42.8925,6.68,26.942500000000003,35.0475,1.4000000000000001,7.047499999999999,7.445,761.25
E06000032,,Luton UA,,10.3025,19.66,38.62,31.41,7.28,11.9725,7.8825,12.727500000000001,8.912500000000001,16.2225,23.1,5.4750000000000005,34.47,42.775,6.555,27.37,35.457499999999996,1.2525000000000002,7.105,7.46,795.5
E06000033,,Southend-on-Sea UA,,9.825,17.5375,40.5025,32.135,7.364999999999999,12.31,7.46,12.19,8.712499999999999,14.5475,20.525,5.165,36.39,44.615,6.5175,28.027499999999996,36.245000000000005,1.2425,7.1875,7.545000000000001,805.5
E06000034,,Thurrock UA,,11.4175,19.65,38.305,30.625,7.2225,11.8075,8.765,14.065,9.022499999999999,16.165,23.134999999999998,5.4,34.235,42.375,6.7125,26.6,34.6575,1.335,7.0375,7.415,737.5
E06000035,,Medway UA,,11.087499999999999,18.3575,38.724999999999994,31.832500000000003,7.2700000000000005,11.247499999999999,8.6325,13.537499999999998,8.544999999999998,15.287499999999998,21.4275,5.08,34.8575,42.589999999999996,5.9025,28.1625,35.4975,1.1975,7.1,7.4399999999999995,902.0
E06000036,,Bracknell Forest UA,,9.7225,18.4825,42.595,29.2,7.285,12.5725,7.335,12.1075,8.732500000000002,15.2925,21.675,4.890000000000001,38.5225,46.6675,6.237500000000001,25.615,32.7825,1.1324999999999998,7.1225000000000005,7.445,863.5
E06000037,,West Berkshire UA,,7.619999999999999,15.7475,44.995000000000005,31.637500000000003,7.495,15.28,5.327500000000001,9.915000000000001,9.0875,12.940000000000001,18.555,4.7825,40.765,49.225,6.505,27.6025,35.67,1.145,7.3225,7.6625,821.75
E06000038,,Reading UA,,7.0275,18.9725,44.715,29.284999999999997,7.4125000000000005,14.265,5.07,8.985,8.5125,15.7875,22.1575,4.6000000000000005,40.6825,48.74999999999999,6.525,25.54,33.0275,1.06,7.2525,7.5625,908.0
E06000039,,Slough UA,,11.362499999999999,17.915,37.535,33.192499999999995,7.284999999999999,11.73,8.7475,13.9775,9.575000000000001,14.542499999999999,21.2875,5.87,33.205000000000005,41.86,6.6275,28.869999999999997,37.50999999999999,1.42,7.085,7.487500000000001,762.75
E06000040,,Windsor and Maidenhead UA,,8.365,16.49,44.5675,30.5725,7.4225,13.187500000000002,6.1825,10.5525,9.6,13.365,19.615,4.6675,40.4825,48.655,6.155,26.895000000000003,34.255,1.1675,7.2524999999999995,7.592499999999999,826.5
E06000041,,Wokingham UA,,7.717499999999999,15.805,44.012499999999996,32.46,7.499999999999999,14.6875,5.489999999999999,9.9525,10.2625,12.6325,18.98,4.85,39.845,48.182500000000005,6.38,28.3825,36.540000000000006,1.165,7.33,7.6725,740.75
E06000042,,Milton Keynes UA,,11.134999999999998,16.4325,41.9975,30.435,7.285,11.3675,8.647499999999999,13.620000000000001,9.0825,13.5,19.3675,4.547499999999999,38.2575,45.737500000000004,5.905,26.92,33.9525,1.2075,7.109999999999999,7.4575,868.0
E06000043,,Brighton and Hove UA,,10.345,18.767500000000002,41.3575,29.535,7.2625,13.095,7.695,12.9875,8.739999999999998,15.5425,21.990000000000002,4.7875,37.475,45.235,6.5475,25.73,33.3375,1.29,7.0775,7.444999999999999,915.75
E06000044,,Portsmouth UA,,9.62,18.2375,41.0775,31.062500000000004,7.3475,12.105,7.380000000000001,11.865,8.549999999999999,15.182500000000001,21.2925,4.9675,37.065000000000005,45.087500000000006,6.5024999999999995,27.1,35.0325,1.1525,7.18,7.512499999999999,926.0
E06000045,,Southampton UA,,9.735,18.2275,41.65,30.395,7.32,13.18,7.234999999999999,12.227500000000001,9.1325,14.9725,21.48,5.52,37.1425,46.15,6.625,26.45,34.3425,1.2349999999999999,7.140000000000001,7.4975,877.25
E06000046,,Isle of Wight UA,,9.0775,16.855,36.575,37.49,7.515000000000001,11.290000000000001,7.055,11.1025,7.46,14.3875,19.327499999999997,4.59,33.2975,39.8525,4.3775,34.267500000000005,40.7125,1.045,7.360000000000001,7.670000000000001,1237.25
E06000047,,County Durham UA,,12.982499999999998,19.1325,36.0775,31.8025,7.1725,10.1875,10.39,15.5775,8.01,16.119999999999997,22.152500000000003,5.062500000000001,32.4875,39.667500000000004,5.619999999999999,28.299999999999997,35.315,1.32,6.987500000000001,7.3575,845.75
E06000048,,Northumberland UA,,9.594999999999999,16.2425,41.9625,32.2,7.3825,11.399999999999999,7.45,11.745000000000001,8.65,13.49,18.995,4.56,38.2075,45.7175,5.7175,28.6125,35.79,1.0975000000000001,7.2250000000000005,7.5425,906.0
E06000049,,Cheshire East UA,,7.084999999999999,16.095,47.35,29.475,7.55,19.093333333333334,4.513333333333333,9.866666666666667,10.956666666666665,12.87,19.98,5.176666666666667,41.11000000000001,50.42333333333334,7.383333333333333,26.16333333333333,35.07333333333334,1.3499999999999999,7.35,7.7524999999999995,481.5
E06000050,,Cheshire West and Chester UA,,9.4475,15.712499999999999,41.855,32.9875,7.4275,17.865000000000002,6.1175,12.772499999999999,12.9625,11.722499999999998,19.7025,6.640000000000001,36.385,47.322500000000005,8.3775,27.555,38.417500000000004,1.68,7.18,7.6675,411.0
