Codes,Area names,Region,Location,Total % 0-4,Total % 5-6,Total % 7-8,Total % 9-10,Total Average rating,Total Standard deviation,0-4 CV,0-4 Lower limit,0-4 Upper limit,5-6 CV, 5-6 Lower limit,5-6 Upper limit,7-8 CV,7-8 Lower limit,7-8 Upper limit,9-10 CV,9-10 Lower limit,9-10 Upper limit,Total CV,Total Lower limit,Total Upper limit,Sample size
E10000028,,Staffordshire,,9.92,18.14,36.82,35.12,7.39,2.26,9.28,8.11,11.72,7.58,15.44,20.85,4.57,33.51,40.12,4.79,31.82,38.43,1.09,7.23,7.55,1144
E07000192,,,Cannock Chase,x,x,x,x,7.29,2.3,27.15,5.4,18.45,27.32,6.74,23.27,11.88,29.47,48.03,14.5,24.29,44.35,3.38,6.79,7.79,124
E07000193,,,East Staffordshire,x,x,x,x,7.4,2.44,27.29,4.6,15.69,20.47,9.67,23.13,12.9,26.88,45.62,14.02,26.76,47.66,3.35,6.9,7.9,140
E07000194,,,Lichfield,x,x,x,x,7.51,2.21,25.16,4.99,15.13,18.89,10.3,22.85,13.35,24.59,42.55,11.68,30.48,49.11,2.72,7.1,7.92,149
E07000195,,,Newcastle-under-Lyme,x,x,x,x,7.06,2.36,20.56,7.02,16.84,19.77,14.44,33.36,14.23,23.79,42.75,14.26,22.08,39.73,3.86,6.51,7.6,154
E07000196,,,South Staffordshire,x,x,x,x,7.49,2.15,22.19,6.4,16.6,22.56,8.87,23.44,12.04,27.82,45.44,13.31,26.21,45.22,2.57,7.1,7.87,149
E07000197,,,Stafford,x,x,x,x,7.52,2.18,24.97,4.35,12.94,19.85,10.34,23.84,11.35,29.19,46.22,10.62,28.84,44.28,2.26,7.19,7.86,206
E07000198,,,Staffordshire Moorlands,x,x,x,x,7.62,1.81,51.54,-0.11,6.57,21.74,8.76,22.29,10.12,41.55,62.7,15.19,20.26,37.98,2.14,7.29,7.95,131
E07000199,,,Tamworth,x,x,x,x,7.24,2.49,28.38,4.83,18.15,18.93,14.94,33.77,22.16,14.18,37.64,15.93,25.81,50.69,3.98,6.66,7.83,91
E10000031,,Warwickshire,,9.58,22.58,38.28,29.56,7.19,2.15,12.39,7.25,11.92,7.1,19.42,25.73,5.31,34.28,42.28,6.48,25.79,33.33,1.18,7.03,7.36,719
E07000218,,,North Warwickshire,x,x,x,x,6.86,2.41,32.54,4.64,23.29,28.34,5.89,22.26,17.73,30.15,64.64,27.62,10.64,38.49,4.38,6.24,7.48,60
E07000219,,,Nuneaton and Bedworth,x,x,x,x,7.19,2.21,25.35,5.48,16.76,13.86,17.05,30.14,14.46,22,39.9,12.97,25.42,43.24,2.74,6.79,7.58,139
E07000220,,,Rugby,x,x,x,x,7.27,2.11,30.45,3.61,14.99,20.89,9.8,23.96,10.15,39.56,59.81,14.84,16.94,31.33,2.6,6.89,7.65,123
E07000221,,,Stratford-on-Avon,x,x,x,x,7.08,2.17,26.28,5.04,16.11,13.88,19,33.51,11.23,26.13,41.19,12.65,22.07,36.95,2.71,6.7,7.47,183
E07000222,,,Warwick,x,x,x,x,7.36,1.99,25.29,3.08,9.3,13.19,18.95,32.43,9.45,29.93,43.79,12.38,23.56,38.95,1.93,7.07,7.64,214
E11000005,,West Midlands (Met County),,13.35,20.1,37.81,28.74,7.04,2.32,4.77,12.1,14.6,3.31,18.79,21.41,2.13,36.24,39.39,2.65,27.25,30.23,1.08,6.96,7.12,6499
E08000025,,,Birmingham,15.93,19.03,35.22,29.83,6.95,2.43,8.91,13.14,18.72,7.17,16.35,21.71,4.76,31.93,38.51,5.37,26.68,32.97,1.26,6.78,7.13,1085
E08000026,,,Coventry,10.23,21.7,46.31,21.77,7,2.05,10.68,8.08,12.38,7.92,18.32,25.08,4.4,42.3,50.31,8.19,18.26,25.27,1.22,6.83,7.17,844
E08000027,,,Dudley ,12.87,18.6,37.77,30.75,7.12,2.33,11.71,9.91,15.84,8.92,15.34,21.87,5.22,33.89,41.65,6.38,26.89,34.62,1.52,6.9,7.33,798
E08000028,,,Sandwell ,12.58,20.07,33.93,33.43,7.18,2.47,10.68,9.93,15.22,7.49,17.12,23.03,5.3,30.39,37.46,5.24,29.98,36.87,1.34,6.99,7.37,1009
E08000029,,,Solihull,10.75,15.78,43.26,30.2,7.3,2.16,10.63,8.5,13,8.9,13.02,18.54,4.37,39.54,46.98,5.84,26.73,33.67,1.11,7.14,7.46,910
E08000030,,,Walsall,11.4,18.32,36.59,33.7,7.32,2.29,11.59,8.8,13.99,8.64,15.21,21.43,4.87,33.09,40.09,5.38,30.13,37.26,1.26,7.14,7.51,846
E08000031,,,Wolverhampton,12.57,29.71,38.73,18.98,6.71,2.08,11.31,9.77,15.36,6.08,26.16,33.26,4.72,35.14,42.33,8.07,15.97,21.99,1.29,6.54,6.88,1007
E10000034,,Worcestershire,,8.78,21.68,36.68,32.86,7.34,2.14,11.59,6.78,10.79,7.94,18.29,25.07,5.24,32.9,40.46,5.33,29.41,36.3,0.58,7.19,7.5,771
E07000234,,,Bromsgrove,x,x,x,x,7.26,2.4,20.32,8.78,20.86,23.03,8.74,23.74,13.37,25.01,43.35,12.08,26.34,43.19,2.73,6.86,7.66,127
E07000235,,,Malvern Hills,x,x,x,x,7.58,2.12,30.83,3.31,14.4,22.16,8.95,23.62,15.08,23.32,43.94,12.85,30.47,51.99,2.72,7.16,8,99
E07000236,,,Redditch,x,x,x,x,7.03,2.02,34.07,2.19,11.81,14.49,24.03,43.88,14.11,25.62,45.99,18.55,14.54,31.93,2.97,6.6,7.45,110
E07000237,,,Worcester,x,x,x,x,7.48,2.1,32.06,2.58,11.93,27.37,8.29,28.54,13.3,27.94,48.33,13.4,26.45,45.94,2.84,7.05,7.9,123
E07000238,,,Wychavon,x,x,x,x,7.41,1.99,32.92,2.15,10.4,17.17,16.38,33.51,10.1,30.5,45.93,12.97,22.64,38.49,2.49,7.04,7.78,168
E07000239,,,Wyre Forest,x,x,x,x,7.3,2.17,27.41,4.09,14.01,15.29,14.07,26.48,12.1,29.24,47.9,11.77,24.55,39.66,2.24,6.97,7.63,144
E12000006,EAST,,,9.66,17.02,40.96,32.36,7.37,2.17,3.65,8.97,10.35,2.73,16.11,17.93,1.5,39.76,42.16,1.81,31.21,33.51,0.36,7.31,7.42,10117
E06000055,,Bedford UA,,11.29,21.94,36.5,30.27,7.12,2.22,18.65,7.11,15.46,14.73,15.53,28.36,8.32,30.48,42.53,10.27,24.1,36.44,2.04,6.83,7.4,271
E06000056,,Central Bedfordshire UA,,10.59,17.55,37.51,34.35,7.36,2.15,15.01,7.45,13.73,10.85,13.79,21.31,6.51,32.69,42.33,7.29,29.4,39.29,1.44,7.15,7.57,475
E06000032,,Luton UA,,10.39,20.45,38.82,30.34,7.19,2.32,13.41,7.65,13.13,9.06,16.8,24.1,5.62,34.53,43.11,8,25.56,35.12,1.61,6.96,7.41,713
E06000031,,Peterborough UA,,12.62,18.78,38.75,29.85,7.15,2.33,11.84,9.68,15.56,9.67,15.21,22.35,5.34,34.68,42.82,6.6,25.98,33.72,1.41,6.95,7.35,784
E06000033,,Southend-on-Sea UA,,11.06,16.91,39.42,32.62,7.34,2.22,10.4,8.79,13.32,8.26,14.16,19.65,5.37,35.26,43.58,5.7,28.97,36.28,1.16,7.17,7.5,875
E06000034,,Thurrock UA,,13.25,19.97,41.07,25.71,7,2.28,11.65,10.21,16.29,8.25,16.73,23.21,5.35,36.74,45.39,6.99,22.18,29.25,1.4,6.81,7.2,726
E10000003,,Cambridgeshire,,9.31,19.35,40.28,31.06,7.29,2.09,12.33,7.05,11.57,8.87,15.97,22.72,4.76,36.51,44.05,5.72,27.56,34.56,1.18,7.12,7.46,882
E07000008,,,Cambridge,x,x,x,x,7.37,2.06,36.74,2.23,14.73,19.22,11.6,26.15,10.62,31.49,48.53,14.39,23.21,42.05,3.17,6.91,7.84,135
E07000009,,,East Cambridgeshire,x,x,x,x,7.37,2.02,25.75,4.51,14.27,18.23,10.51,22.74,11.69,32.39,52.38,17.24,20.61,42.6,2.71,6.97,7.78,129
E07000010,,,Fenland,x,x,x,x,6.88,2.32,24.04,6.69,19.27,25.85,13.53,42.98,19.98,18.79,44.12,15.22,18.93,35.7,4.11,6.31,7.45,125
E07000011,,,Huntingdonshire,x,x,x,x,7.3,2.12,23.79,4.93,13.73,14.53,12.47,22.57,7.29,36.38,48.67,9.77,24.7,36.56,1.95,7.02,7.58,269
E07000012,,,South Cambridgeshire,x,x,x,x,7.43,1.91,26.71,3.55,11.6,17.07,11.7,23.75,8.84,34.97,49.92,10.45,25.55,38.97,1.87,7.16,7.71,224
E10000012,,Essex,,9.49,15.61,40.85,34.05,7.47,2.15,8.23,7.96,11.03,6.19,13.71,17.51,3.46,38.07,43.63,4.02,31.36,36.74,0.78,7.35,7.58,1727
E07000066,,,Basildon,x,x,x,x,7.06,2.3,20.26,8,18.82,16.46,12.31,24.33,11.13,32.03,50.28,14.72,19.17,35.07,2.77,6.67,7.45,197
E07000067,,,Braintree,x,x,x,x,7.65,2.04,29.1,2.89,10.86,15.81,10.91,20.95,9.94,31.16,46.55,11.87,29.27,47.42,2.33,7.29,8.01,188
E07000068,,,Brentwood,x,x,x,x,7.29,2.17,34.35,3.35,19.44,32.69,5.48,27.9,12.57,34.83,59.1,23.35,12.98,36.93,3.71,6.74,7.85,79
E07000069,,,Castle Point,x,x,x,x,7.43,2.19,32.58,3.17,15.35,24.93,7.83,23.72,11.52,34.2,54.93,13.85,21.9,38.9,2.74,7.02,7.84,114
E07000070,,,Chelmsford,11.87,14.54,40.23,33.36,7.37,2.24,19.22,7.34,16.4,15.05,10.19,18.89,9.63,32.54,47.92,10.14,26.64,40.08,2.15,7.05,7.68,254
E07000071,,,Colchester,x,x,x,x,7.43,2.1,21.91,5.65,14.37,18.26,9.7,20.77,9.74,32.1,47.52,10.2,27.85,42.03,2.06,7.12,7.73,213
E07000072,,,Epping Forest,x,x,x,x,7.59,1.85,30.95,2.82,12,22.25,7.41,19.3,9.9,37.95,56.68,12.06,24.22,39.62,1.95,7.3,7.89,149
E07000073,,,Harlow,x,x,x,x,7.56,2.31,28.94,4.03,15.78,24.16,8.67,25.65,24.06,16.3,47.96,21.42,22.9,58.71,3.64,6.99,8.12,84
E07000074,,,Maldon,x,x,x,x,7.95,1.73,57.11,-0.63,7.96,30.75,5.52,24.41,16.48,25.02,50.58,14.69,30.43,56.7,2.72,7.51,8.39,81
E07000075,,,Rochford,x,x,x,x,7.96,1.79,45.41,0.43,11.05,34.29,3.2,18.02,12.78,32.52,55.4,16.41,26.42,52.97,3.04,7.46,8.45,91
E07000076,,,Tendring,x,x,x,x,7.52,2.14,33.94,2.58,13.43,21.21,9.05,22.35,10.15,34.38,51.88,12.44,24.93,41.4,2.58,7.13,7.91,165
E07000077,,,Uttlesford,x,x,x,x,7.3,2.52,30.88,4.41,19.08,24.3,9.43,27.63,15.03,23.37,43.77,12.53,26.99,45.31,4.34,6.66,7.94,112
E10000015,,Hertfordshire ,,8.43,16.57,42.88,32.12,7.42,2.11,9.61,6.84,10.02,7.08,14.27,18.88,3.41,40,45.75,4.45,29.31,34.93,0.9,7.29,7.55,1309
E07000095,,,Broxbourne,x,x,x,x,7.24,2.23,34.22,3.26,18.03,28.68,6.1,23.06,13.29,35.32,61.39,15.89,17.91,34.94,3.44,6.74,7.75,89
E07000096,,,Dacorum,x,x,x,x,7.33,2.17,25.34,4.98,15.22,21.45,9.74,24.37,9.09,34.07,49.21,15.32,21.64,40.76,2.73,6.93,7.73,154
E07000097,,,East Hertfordshire,x,x,x,x,7.43,1.96,23.92,4.3,12.16,18.35,9.08,19.56,7.99,39.34,54.26,11.58,23.57,37.73,1.92,7.15,7.72,172
E07000098,,,Hertsmere,x,x,x,x,7.56,2.16,32.12,2.59,12.17,19.37,12.44,28.45,15.61,21.18,40.71,12.5,30.81,51.64,2.64,7.16,7.96,113
E07000099,,,North Hertfordshire,x,x,x,x,7.67,1.88,30.86,2.48,10.43,18.97,6.83,15.15,7.88,41.47,56.94,11.88,25.44,41.26,2.26,7.33,8.02,169
E07000240,,,St Albans,x,x,x,x,7.75,1.93,31.86,1.9,8.54,16.03,11.64,22.59,10.21,30.26,45.75,11.1,30.88,48.44,2.16,7.42,8.09,179
E07000101,,,Stevenage,x,x,x,x,7.59,2,33.48,2.31,12.06,30.73,6.56,28.25,12.58,28.37,47.81,15.21,25.8,48.83,3.36,7.08,8.11,95
E07000102,,,Three Rivers,x,x,x,x,7.23,2.36,25.61,5.12,16.02,21.54,9.83,24.87,13.05,28.34,48.55,12.65,25.07,42.2,3.01,6.79,7.67,128
E07000103,,,Watford,x,x,x,x,7.01,2.36,24.92,7.1,21.59,26.25,7.07,23.16,10.73,34.75,54.08,20.53,15.25,37.01,3.74,6.48,7.55,101
E07000241,,,Welwyn Hatfield,x,x,x,x,7.18,2.11,44.48,0.69,12.23,21.48,12.41,31.24,10.91,39.02,60.93,18.26,13.77,29.72,3.56,6.67,7.69,109
E10000020,,Norfolk ,,11.16,15.34,43.37,30.13,7.28,2.23,9.51,9.07,13.24,7.43,13.1,17.58,3.77,40.15,46.59,4.89,27.24,33.03,0.98,7.14,7.42,1278
E07000143,,,Breckland,x,x,x,x,7.31,2.23,23.35,5.24,14.34,19.77,8.03,18.45,7.97,40.48,55.76,11.6,22.19,35.52,2.49,6.94,7.67,198
E07000144,,,Broadland,x,x,x,x,7.15,2.26,22.15,7.22,18.65,18.14,9.42,20.11,9.86,34.18,50.93,13.49,21.74,37.75,2.71,6.77,7.54,183
E07000145,,,Great Yarmouth,x,x,x,x,7,2.62,23.49,7.62,21.36,22.02,10.14,26.37,11.03,29.62,46.59,12.18,21.98,36.31,3.41,6.52,7.49,118
E07000146,,,King’s Lynn and West Norfolk,x,x,x,x,7.27,2.11,23.13,5.77,15.65,15.91,12.62,24.33,9.49,32.98,48.36,13.36,22.12,38.17,2.49,6.91,7.63,210
E07000147,,,North Norfolk,x,x,x,x,7.69,2.33,25.65,4.31,13.39,21.17,8.67,21.41,12.15,25.99,42.66,9.47,33.88,49.7,2.51,7.31,8.08,161
E07000148,,,Norwich,x,x,x,x,7.24,1.96,24.85,4.63,13.72,18.86,9.73,21.45,8.73,42.61,60.55,16.92,15.67,31.62,2.08,6.94,7.54,211
E07000149,,,South Norfolk,x,x,x,x,7.33,2.28,28.66,5.78,21.2,20.7,7.08,17.03,10.73,32.27,49.84,10.71,26.27,40.53,3.05,6.89,7.78,197
E10000029,,Suffolk,,7.6,17.32,39.5,35.59,7.5,2.1,10.35,6.05,9.14,7.34,14.82,19.81,4.3,36.16,42.84,4.59,32.38,38.8,0.91,7.37,7.64,1077
E07000200,,,Babergh,x,x,x,x,7.76,1.87,36.74,1.86,12.42,19.5,8.26,18.93,12.8,27.72,46.95,11.67,32.08,51.76,2.45,7.38,8.15,134
E07000201,,,Forest Heath,x,x,x,x,7.61,2.23,32.73,2.73,14.03,31.7,6.34,30.2,16.73,19.45,39.9,14.18,30.92,56.43,3.2,7.11,8.11,74
E07000202,,,Ipswich,x,x,x,x,7.32,2.11,24.38,3.54,10.21,14.83,13.55,24.9,9.44,36.66,53.62,14.48,20.47,37.05,2.29,6.98,7.65,199
E07000203,,,Mid Suffolk,x,x,x,x,7.48,2.1,26,3.91,12.4,22.94,8.84,23.87,10.49,33.11,50.74,12.21,25.35,41.78,2.49,7.11,7.86,149
E07000204,,,St Edmundsbury,x,x,x,x,7.43,2.2,22.48,4.78,12.57,17.12,11.64,23.74,10.11,30.41,45.8,10.37,28.17,42.9,2.32,7.08,7.77,170
E07000205,,,Suffolk Coastal,x,x,x,x,7.59,1.96,38.17,1.09,8.11,16.17,13.06,25.53,11.67,30.8,49.54,10.54,28.36,43.51,2.04,7.28,7.9,167
E07000206,,,Waveney,x,x,x,x,7.47,2.2,21.37,5.7,14.16,18.61,9.89,21.54,10.96,30.18,47.04,10.98,27.93,43.57,2.28,7.13,7.81,184
E12000007,LONDON,,,11.17,19.48,40.16,29.2,7.19,2.21,2.86,10.54,11.79,2.04,18.7,20.26,1.22,39.19,41.12,1.67,28.25,30.16,0.33,7.14,7.23,14031
E13000001,,Inner London,,11.38,19.95,39.94,28.73,7.17,2.19,4.35,10.41,12.35,3.12,18.73,21.17,1.94,38.43,41.46,2.78,27.17,30.3,0.51,7.1,7.24,5801
E09000007,,,Camden,9.73,20.35,39.81,30.11,7.28,2.16,16.54,6.55,12.9,10.98,15.94,24.76,8.05,33.49,46.13,13.56,22.05,38.17,2.12,6.97,7.58,404
E09000001,,,City of London,x,0,x,x,x,3.56,22.01,3.63,133.51,0,0,0,140.7,-61.88,86.37,106.87,-69.02,107.39,22.15,0.21,8.78,5
E09000012,,,Hackney ,13.27,19.05,39.01,28.67,7.07,2.37,14.32,9.52,17.02,11.25,14.82,23.28,7.26,33.43,44.6,8.84,23.67,33.66,1.93,6.8,7.34,466
E09000013,,,Hammersmith and Fulham ,10.14,19.81,43.85,26.2,7.17,2.07,15.49,7.04,13.23,9.76,16,23.63,6.05,38.62,49.07,9.26,21.42,30.98,1.56,6.95,7.39,496
E09000014,,,Haringey,10.61,22.27,40.88,26.24,7.05,2.19,15.97,7.26,13.95,12.9,16.6,27.95,7.78,34.6,47.16,10.23,20.94,31.54,1.7,6.81,7.29,395
E09000019,,,Islington,14.06,17.08,42.53,26.33,7.08,2.2,15.37,9.8,18.32,11.38,13.24,20.91,6.62,36.98,48.08,10.6,20.83,31.83,2.02,6.8,7.36,442
E09000020,,,Kensington and Chelsea,8.1,16.49,43.61,31.8,7.45,2.06,16.36,5.49,10.71,11.21,12.85,20.13,5.78,38.65,48.58,7.38,27.17,36.42,1.37,7.25,7.65,558
E09000022,,,Lambeth ,10.62,19.32,44.09,25.97,7.17,2.12,16.88,7.08,14.15,11.55,14.91,23.73,5.98,38.89,49.29,10.5,20.59,31.36,1.8,6.91,7.42,407
E09000023,,,Lewisham ,15.04,17.09,35.3,32.57,7.07,2.44,15.44,10.45,19.62,12.33,12.93,21.25,7.45,30.11,40.49,9.22,26.64,38.51,2.19,6.77,7.38,399
E09000025,,,Newham ,12.72,22.85,34.93,29.51,7.05,2.32,13.58,9.31,16.12,9.54,18.55,27.14,6.97,30.12,39.73,9.18,24.16,34.86,1.86,6.79,7.31,457
E09000028,,,Southwark,12.8,20.59,36.23,30.38,7.19,2.18,15.13,8.98,16.61,9.85,16.59,24.58,7.21,31.08,41.38,9.06,24.95,35.81,1.8,6.93,7.44,489
E09000030,,,Tower Hamlets,11.3,22.88,40.42,25.4,7.03,2.17,13.96,8.19,14.41,10.65,18.07,27.68,6.43,35.29,45.54,10.69,20.05,30.76,1.61,6.8,7.25,423
E09000032,,,Wandsworth,8,21.09,41.41,29.5,7.33,1.93,18.37,5.1,10.91,11.16,16.44,25.74,6.73,35.9,46.91,8.4,24.6,34.4,1.57,7.1,7.56,370
E09000033,,,Westminster,10.4,19.16,39.95,30.49,7.28,2.14,13.82,7.56,13.23,10.77,15.1,23.23,6.88,34.53,45.37,9.14,25,35.98,1.67,7.04,7.52,490
E13000002,,Outer London,,11.03,19.17,40.3,29.51,7.2,2.23,3.79,10.21,11.84,2.7,18.15,20.18,1.57,39.06,41.54,2.08,28.31,30.71,0.43,7.14,7.26,8230
E09000002,,,Barking and Dagenham,17.48,19.9,31.32,31.3,6.93,2.49,12.61,13.13,21.83,10.8,15.66,24.14,8.2,26.25,36.38,8.75,25.9,36.7,2.1,6.64,7.21,456
E09000003,,,Barnet,10.38,19.7,39.83,30.09,7.26,2.14,17.25,6.84,13.91,12.38,14.88,24.52,7.45,33.97,45.7,9.84,24.24,35.94,1.88,6.99,7.53,342
E09000004,,,Bexley,11.58,20.4,37.38,30.64,7.2,2.26,14.47,8.27,14.89,12.06,15.54,25.25,6.67,32.46,42.3,7.58,26.05,35.23,1.75,6.95,7.44,441
E09000005,,,Brent ,12.5,21.47,37.29,28.74,7.03,2.41,17.79,8.11,16.89,11.23,16.71,26.23,7.1,32.07,42.51,10.02,23.05,34.42,2.22,6.72,7.33,426
E09000006,,,Bromley,8.04,13.5,43.3,35.16,7.53,2.12,18.52,5.1,10.98,14.26,9.7,17.3,5.97,38.2,48.4,7.33,30.07,40.24,1.57,7.3,7.76,420
E09000008,,,Croydon,11.17,18.1,41.99,28.73,7.18,2.25,15.68,7.72,14.63,11.71,13.92,22.29,6.9,36.27,47.72,9.01,23.62,33.84,1.83,6.92,7.44,389
E09000009,,,Ealing,14.7,23.86,33.23,28.21,6.92,2.5,15.47,10.21,19.19,10.77,18.78,28.93,8.2,27.85,38.61,9.71,22.8,33.62,2.5,6.58,7.26,377
E09000010,,,Enfield,10.93,16.91,48.72,23.43,7.12,2.11,14.45,7.82,14.05,13.6,12.38,21.45,5.62,43.32,54.12,9.46,19.06,27.8,1.62,6.9,7.35,426
E09000011,,,Greenwich,12.41,19.63,41.31,26.66,7.07,2.33,14.06,8.97,15.85,10.49,15.57,23.69,6.95,35.64,46.97,8.67,22.1,31.21,1.84,6.81,7.32,517
E09000015,,,Harrow,6.81,19.52,49.03,24.64,7.33,1.89,17.97,4.4,9.22,10.48,15.49,23.55,5.18,44.02,54.04,9.33,20.1,29.17,1.29,7.14,7.52,518
E09000016,,,Havering,9.7,20.45,37.23,32.61,7.32,2.16,17.68,6.31,13.1,11.53,15.79,25.11,7.48,31.73,42.74,8.67,27.03,38.2,1.72,7.07,7.57,370
E09000017,,,Hillingdon,9.12,18.31,41.19,31.38,7.31,2.09,15.16,6.39,11.85,10.41,14.55,22.07,6.38,36.01,46.38,8.16,26.33,36.43,1.38,7.11,7.51,435
E09000018,,,Hounslow,7.6,19.88,40.48,32.04,7.36,2.13,19.56,4.67,10.53,11.57,15.34,24.42,6.95,34.93,46.04,9.08,26.3,37.78,1.64,7.13,7.6,467
E09000021,,,Kingston upon Thames,8.25,17.96,47.34,26.45,7.28,2.03,17.69,5.37,11.14,11.19,13.99,21.93,5.73,41.97,52.7,10,21.23,31.68,1.49,7.07,7.5,430
E09000024,,,Merton,12.37,21.1,40.63,25.9,7,2.2,14.07,8.94,15.8,9.69,17.07,25.14,6.1,35.74,45.52,8.25,21.68,30.12,1.63,6.78,7.23,477
E09000026,,,Redbridge,9.47,19.78,39.15,31.6,7.36,2.13,15.23,6.62,12.31,11.16,15.42,24.14,6.49,34.13,44.17,8.42,26.36,36.85,1.66,7.11,7.6,461
E09000027,,,Richmond upon Thames,11.26,16.45,41.33,30.97,7.24,2.24,16.4,7.61,14.9,11.74,12.64,20.27,6.83,35.75,46.9,8.57,25.73,36.21,1.79,6.99,7.5,424
E09000029,,,Sutton,15.65,16.71,34.7,32.93,7.15,2.37,15.63,10.82,20.48,12.51,12.59,20.84,7.66,29.45,39.95,8.44,27.45,38.42,2.12,6.85,7.45,420
E09000031,,,Waltham Forest,11.48,19.47,39.83,29.22,7.17,2.25,17.49,7.52,15.45,10.34,15.5,23.44,7.01,34.32,45.33,9.42,23.79,34.65,1.82,6.91,7.42,434
E12000008,SOUTH EAST,,,9.87,17.34,40.57,32.21,7.35,2.17,3.11,9.27,10.47,2.22,16.59,18.1,1.21,39.61,41.54,1.41,31.32,33.1,0.3,7.31,7.4,18430
E06000036,,Bracknell Forest UA,,9.04,21.02,39.28,30.66,7.31,2.02,13.9,6.57,11.51,9.96,16.9,25.14,5.94,34.69,43.87,6.13,26.96,34.36,1.15,7.15,7.48,798
E06000043,,Brighton and Hove UA,,9.68,17.81,39.04,33.48,7.39,2.11,15.42,6.74,12.61,9.2,14.58,21.03,5.35,34.93,43.14,6.41,29.25,37.7,1.33,7.2,7.58,862
E06000046,,Isle of Wight UA,,10.03,17.87,33.13,38.97,7.47,2.35,12.13,7.64,12.42,7.55,15.22,20.52,5.39,29.62,36.64,4.45,35.56,42.38,1.26,7.28,7.65,1142
E06000035,,Medway UA,,10.55,16.29,41.53,31.64,7.34,2.15,11.39,8.18,12.91,9.41,13.27,19.3,5.37,37.14,45.91,6.08,27.85,35.42,1.13,7.18,7.51,831
E06000042,,Milton Keynes UA,,13,16.72,41.93,28.35,7.16,2.3,12.19,9.88,16.12,9.07,13.74,19.7,4.77,37.99,45.87,6.04,24.98,31.72,1.39,6.96,7.35,787
E06000044,,Portsmouth UA,,10.73,20.55,38.2,30.51,7.22,2.23,11.19,8.37,13.1,8.22,17.23,23.87,5.14,34.34,42.06,6.54,26.59,34.44,1.25,7.04,7.4,892
E06000038,,Reading UA,,9.48,20.54,42.65,27.32,7.23,2.02,13.15,7.03,11.94,8.68,17.03,24.05,5.05,38.42,46.89,7.62,23.22,31.42,1.29,7.04,7.41,846
E06000039,,Slough UA,,9.62,17.38,40.78,32.22,7.33,2.19,12.43,7.27,11.98,9.65,14.08,20.68,5.53,36.34,45.22,7.12,27.71,36.73,1.31,7.15,7.52,775
E06000045,,Southampton UA,,10.97,18.53,39.43,31.08,7.24,2.21,11.29,8.53,13.4,8.22,15.53,21.52,5.99,34.78,44.07,6.4,27.17,34.99,1.18,7.07,7.41,846
E06000037,,West Berkshire UA,,6.51,16.45,47.84,29.21,7.49,1.9,14.27,4.68,8.34,8.8,13.6,19.3,4.87,43.25,52.42,7.23,25.05,33.36,1.05,7.33,7.64,797
E06000040,,Windsor and Maidenhead UA,,9.55,18.58,44.5,27.37,7.25,2.11,14.73,6.78,12.32,10.83,14.62,22.54,5.52,39.66,49.33,7.11,23.54,31.2,1.54,7.03,7.47,711
E06000041,,Wokingham UA,,8.98,19.59,38.91,32.52,7.35,2.04,15.36,6.27,11.7,9.82,15.8,23.37,5.74,34.52,43.31,6.55,28.32,36.71,1.37,7.15,7.55,718
E10000002,,Buckinghamshire,,6.99,19.98,41.07,31.96,7.41,2.03,14.82,4.95,9.03,9.29,16.33,23.63,5.21,36.86,45.28,6.14,28.1,35.82,1.17,7.24,7.58,793
E07000004,,,Aylesbury Vale,x,x,x,x,7.45,1.96,27.93,3.21,11.2,13.18,14.81,25.29,9.33,32,46.52,9.73,27.02,39.94,1.92,7.17,7.74,282
E07000005,,,Chiltern,x,x,x,x,7.46,1.83,35.29,1.42,8.3,19.86,10.05,23.35,9.96,36.8,55.18,13.36,23.75,41.15,2.41,7.1,7.83,148
E07000006,,,South Bucks,x,x,x,x,7.59,2.12,35.78,1.78,11.29,30.85,6.32,27.56,15.22,27.71,52.54,15.5,24.93,47.86,3.07,7.12,8.07,103
E07000007,,,Wycombe,x,x,x,x,7.26,2.16,22.53,4.41,11.54,17.44,14.85,30.56,8.9,33.74,48.21,12.09,21.55,35.15,2.26,6.93,7.59,260
E10000011,,East Sussex,,11.92,15.6,38.17,34.31,7.33,2.34,10.15,9.54,14.3,8.73,12.92,18.27,4.88,34.51,41.83,5.25,30.76,37.85,1.22,7.15,7.51,886
E07000061,,,Eastbourne,x,x,x,x,6.98,2.46,20.03,8.46,19.76,18.3,11.63,25.06,10.62,32.31,49.74,14.83,18.65,34.38,3.13,6.54,7.41,170
E07000062,,,Hastings,x,x,x,x,7.4,2.14,27.43,4.56,15.73,27.49,6.72,23.24,13.18,30.77,52.91,15.53,22.74,43.33,2.93,6.97,7.83,136
E07000063,,,Lewes,x,x,x,x,7.44,2.38,22.29,6.9,17.93,24.88,5.49,16.3,11.21,30.89,48.69,12.99,27.35,46.46,3.13,6.98,7.91,167
E07000064,,,Rother,x,x,x,x,7.61,2.37,21.81,6.63,16.93,19,7.89,17.59,13.44,22.14,38.44,9.5,36.59,53.79,2.45,7.23,7.98,160
E07000065,,,Wealden,x,x,x,x,7.29,2.28,22.18,6.32,16.26,13.83,13.72,24.1,8.34,31.35,43.79,9.24,26.32,38.14,2.23,6.96,7.61,253
