Codes,Area names,Region,Location,Total % 0-4,Total % 5-6,Total % 7-8,Total % 9-10,Total Average rating,0-4 CV,0-4 Lower limit,0-4 Upper limit,5-6 CV, 5-6 Lower limit,5-6 Upper limit,7-8 CV,7-8 Lower limit,7-8 Upper limit,9-10 CV,9-10 Lower limit,9-10 Upper limit,Total CV,Total Lower limit,Total Upper limit,Sample size
S12000014,,,Falkirk,7.3,14.4,45.23,33.07,7.56,13.58,5.35,9.25,9.7,11.65,17.15,4.6,41.13,49.32,6,29.17,36.97,1.02,7.41,7.71,839
S12000015,,,Fife,10.07,18.23,40.46,31.24,7.32,11.71,7.75,12.39,8.53,15.18,21.29,5.16,36.35,44.57,6.29,27.37,35.1,1.21,7.14,7.49,821
S12000046,,,Glasgow City,12.19,17.98,41.27,28.57,7.11,11.41,9.45,14.92,8.88,14.84,21.12,5.18,37.06,45.48,6.92,24.68,32.46,1.37,6.92,7.31,647
S12000017,,,Highland,8.07,15.22,38.21,38.49,7.61,14.58,5.76,10.38,8.35,12.72,17.72,4.99,34.47,41.96,4.5,35.09,41.9,1.16,7.44,7.78,834
S12000018,,,Inverclyde,12.79,16.21,36.31,34.68,7.29,10.38,10.18,15.4,10.61,12.83,19.59,5.54,32.36,40.27,6.06,30.55,38.82,1.45,7.08,7.5,792
S12000019,,,Midlothian,11.97,15.99,42.38,29.67,7.27,15.3,8.36,15.57,11.14,12.48,19.49,6.22,37.19,47.58,7.87,25.07,34.27,1.56,7.04,7.49,565
S12000020,,,Moray,11.34,21.01,40.74,26.91,7.13,10.56,8.99,13.7,8.4,17.54,24.48,4.74,36.94,44.54,6.53,23.46,30.36,1.16,6.96,7.29,885
S12000021,,,North Ayrshire,11.8,17.29,35.82,35.09,7.3,11.24,9.19,14.41,8.14,14.52,20.06,5.46,31.97,39.66,5.92,31.01,39.18,1.29,7.12,7.49,853
S12000044,,,North Lanarkshire,13.07,17.95,37.03,31.95,7.18,9.85,10.53,15.6,8.43,14.97,20.93,5.23,33.23,40.84,6.12,28.11,35.8,1.3,6.99,7.36,881
S12000024,,,Perth and Kinross,8.45,15.75,37.87,37.94,7.52,12.67,6.34,10.55,9.37,12.85,18.65,4.87,34.24,41.5,4.97,34.23,41.65,1.12,7.36,7.69,884
S12000038,,,Renfrewshire,8.68,16.74,40.69,33.89,7.47,12.56,6.53,10.82,8.87,13.82,19.66,5.02,36.67,44.71,5.96,29.92,37.86,1.14,7.3,7.64,801
S12000026,,,Scottish Borders ,7.54,16.82,39.27,36.37,7.61,13.09,5.6,9.48,9.16,13.79,19.85,4.86,35.51,43.02,5.22,32.64,40.1,1.05,7.45,7.76,904
S12000028,,,South Ayrshire,9.77,17.53,36.24,36.46,7.44,12.21,7.43,12.12,9.7,14.18,20.87,5.5,32.32,40.16,5.33,32.64,40.28,1.25,7.26,7.62,830
S12000029,,,South Lanarkshire,10.26,14.92,44.71,30.11,7.34,12.76,7.68,12.83,9.52,12.13,17.72,4.82,40.47,48.94,6.3,26.38,33.84,1.21,7.16,7.51,780
S12000030,,,Stirling,7.78,20.16,41.51,30.55,7.37,16.76,5.21,10.34,9.12,16.54,23.79,5.5,37.01,46.01,7.07,26.3,34.81,1.24,7.19,7.55,603
S12000039,,,West Dunbartonshire,11.66,18.26,40.89,29.19,7.21,10.57,9.23,14.08,9.14,14.98,21.54,4.74,37.08,44.7,6.16,25.65,32.73,1.15,7.05,7.37,869
S12000040,,,West Lothian,8.04,15.16,47.02,29.77,7.49,16.01,5.51,10.58,10.29,12.09,18.23,4.95,42.45,51.6,7.14,25.59,33.96,1.26,7.3,7.67,718
N92000002,NORTHERN IRELAND,,,7.81,13.56,40.09,38.54,7.65,7.65,6.64,8.98,5.93,11.98,15.14,2.81,37.88,42.29,2.96,36.3,40.78,0.63,7.56,7.75,2719
95T,,,Antrim,x,x,x,x,8.42,59.53,x,x,95.73,x,x,24.49,x,x,15.52,x,x,3.64,7.78,9.06,63
95X,,,Ards,x,x,x,x,7.56,42.96,x,x,29.84,x,x,12.46,x,x,19.39,x,x,2.96,7.11,8.01,109
95O,,,Armagh,x,x,x,x,7.82,37.11,x,x,28.4,x,x,14.13,x,x,13.85,x,x,3.65,7.25,8.4,105
95G,,,Ballymena,x,x,x,x,7.96,78.62,x,x,48.81,x,x,14.65,x,x,17.04,x,x,5.41,7.09,8.83,102
95D,,,Ballymoney,x,x,x,x,7.37,67.81,x,x,36.72,x,x,11.67,x,x,24.16,x,x,5.34,6.56,8.18,66
95Q,,,Banbridge,x,x,x,x,7.78,53.57,x,x,33.41,x,x,17.03,x,x,14.14,x,x,2.83,7.33,8.23,72
95Z,,,Belfast,10.94,15.79,45.08,28.19,7.26,16.06,7.48,14.41,13.89,11.46,20.11,7.07,38.8,51.37,9.21,23.07,33.31,1.67,7.02,7.5,440
95V,,,Carrickfergus,x,x,x,x,7.86,52.03,x,x,40.45,x,x,11.92,x,x,18.32,x,x,3.37,7.31,8.4,71
95Y,,,Castlereagh,x,x,x,x,7.08,26.36,x,x,33.64,x,x,18.99,x,x,20.19,x,x,4.77,6.4,7.76,102
95C,,,Coleraine,x,x,x,x,7.94,54.79,x,x,33.03,x,x,17.23,x,x,13.67,x,x,2.57,7.53,8.36,80
95I,,,Cookstown,x,x,x,x,7.33,38.38,x,x,33.78,x,x,20.21,x,x,25.07,x,x,4.23,6.69,7.98,54
95N,,,Craigavon,x,x,x,x,7.58,22.62,x,x,27.1,x,x,14.21,x,x,12.11,x,x,3.04,7.12,8.04,133
95A,,,Derry,x,x,x,x,7.18,22.49,x,x,15.26,x,x,11.04,x,x,13.93,x,x,2.39,6.84,7.52,160
95R,,,Down,x,x,x,x,7.79,35.44,x,x,22.23,x,x,11.79,x,x,9.51,x,x,1.93,7.49,8.09,130
95M,,,Dungannon,x,x,x,x,8.07,33.71,x,x,29.7,x,x,18.73,x,x,11.17,x,x,2.2,7.71,8.43,87
95L,,,Fermanagh,x,x,x,x,8.37,54.1,x,x,35.4,x,x,16.25,x,x,9.54,x,x,2.51,7.94,8.79,92
95F,,,Larne,x,x,x,x,7.97,42.2,x,x,40.22,x,x,21.13,x,x,14.85,x,x,3.13,7.46,8.48,69
95B,,,Limavady,x,x,x,x,7.87,69.05,x,x,41.93,x,x,26.51,x,x,24.19,x,x,4.83,7.08,8.66,54
95S,,,Lisburn,x,x,x,x,7.59,31.09,x,x,20.81,x,x,8.15,x,x,12.34,x,x,2.23,7.25,7.92,176
95H,,,Magherafelt,x,x,x,x,7.97,135.19,x,x,47.22,x,x,15.09,x,x,20.58,x,x,3.66,7.37,8.58,65
95E,,,Moyle,x,x,x,x,8.43,67.43,x,x,70.54,x,x,76.47,x,x,18.45,x,x,6,7.13,9.73,20
95P,,,Newry and Mourne,x,x,x,x,7.42,24.87,x,x,32.69,x,x,11.16,x,x,17.43,x,x,2.43,7.06,7.78,158
95U,,,Newtownabbey,x,x,x,x,7.89,42.29,x,x,25.59,x,x,15.07,x,x,11.04,x,x,2.41,7.51,8.27,96
95W,,,North Down,x,x,x,x,7.71,62.97,x,x,34.93,x,x,10.53,x,x,16.92,x,x,2.16,7.37,8.04,91
95K,,,Omagh,x,x,x,x,8.11,69.66,x,x,43.32,x,x,18.72,x,x,12.31,x,x,3.78,7.48,8.73,67
95J,,,Strabane,x,x,x,x,7.69,38.81,x,x,28.23,x,x,28.24,x,x,15.43,x,x,4.77,6.93,8.45,57
"1 Question: Overall, how happy did you feel yesterday? Where 0 is 'not at all happy and 10 is 'completely happy'.",,,,,,,,,,,,,,,,,,,,,,,,
2 All estimates weighted.,,,,,,,Key ,,,,,,,,,,,,,,,,,
# Data unavailable,,,,,,,cv <= 5% ,,,,,,,,,,,,,,,,,
* There is no single geography code for these combined areas,,,,,,,cv > 5% and <= 10% ,,,,,,,,,,,,,,,,,
x Data has been supressed as the CV> 20% or unavailable,,,,,,,cv > 10% and <= 20% ,,,,,,,,,,,,,,,,,
,,,,,,,cv > 20% or unavailable ,,,,,,,,,,,,,,,,,
"Source: April 2013 to March 2014, Annual Population Survey Personal Well-being dataset, ONS",,,,,,,,,,,,,,,,,,,,,,,,
Main table contents,,,,,,,,,,,,,,,,,,,,,,,,
