yyyy,mm,tmax (degC),tmin (degC),af (days),rain (mm),sun (hours)
2001,6,14.7,8.1,0.0,81.4,169.60384615384615
2001,7,16.6,10.5,0.0,51.2,144.72307692307692
2001,8,17.2,10.8,0.0,113.2,142.43461538461537
2001,9,14.6,9.8,0.0,72.2,106.94615384615382
2001,10,14.0,9.4,0.0,148.6,83.86923076923077
2001,11,10.0,5.2,0.0,161.6,52.892307692307696
2001,12,7.4,2.4,6.0,123.4,31.119230769230775
2002,1,8.8,3.7,1.0,103.0,40.724000000000004
2002,2,7.8,2.6,2.0,202.0,66.808
2002,3,9.7,3.5,2.0,77.4,93.45200000000001
2002,4,11.0,4.5,3.0,96.2,157.17999999999995
2002,5,13.3,6.6,0.0,137.4,187.57692307692304
2002,6,15.2,9.5,0.0,151.0,169.60384615384615
2002,7,15.5,10.1,0.0,90.2,144.72307692307692
2002,8,17.6,11.2,0.0,71.2,142.43461538461537
2002,9,15.9,9.9,0.0,57.4,106.94615384615382
2002,10,10.9,6.3,0.0,248.2,83.86923076923077
2002,11,9.9,5.8,0.0,249.8,52.892307692307696
2002,12,7.0,4.1,2.0,105.4,31.119230769230775
2003,1,6.8,2.3,5.0,116.5,40.724000000000004
2003,2,6.7,2.1,4.0,61.8,66.808
2003,3,10.8,3.3,3.0,34.8,93.45200000000001
2003,4,12.0,5.6,0.0,43.2,157.17999999999995
2003,5,12.9,6.7,0.0,111.5,187.57692307692304
2003,6,16.9,9.9,0.0,52.0,169.60384615384615
2003,7,18.3,12.3,0.0,57.4,144.72307692307692
2003,8,18.5,11.7,0.0,25.0,142.43461538461537
2003,9,15.8,9.8,0.0,68.4,106.94615384615382
2003,10,11.0,6.3,0.0,73.8,83.86923076923077
2003,11,9.8,5.2,0.0,168.8,52.892307692307696
2003,12,7.8,3.4,4.0,108.8,31.119230769230775
2004,1,7.0,2.9,3.0,144.4,40.724000000000004
2004,2,7.5,2.2,6.0,54.5,66.808
2004,3,8.9,3.1,3.0,89.8,93.45200000000001
2004,4,10.8,5.3,0.0,96.6,157.17999999999995
2004,5,13.2,6.7,0.0,50.2,187.57692307692304
2004,6,15.9,10.1,0.0,139.2,169.60384615384615
2004,7,16.4,10.3,0.0,63.6,144.72307692307692
2004,8,17.4,12.2,0.0,118.6,142.43461538461537
2004,9,15.4,10.3,0.0,103.0,106.94615384615382
2004,10,11.1,6.2,0.0,171.8,83.86923076923077
2004,11,9.6,6.4,2.0,109.4,52.892307692307696
2004,12,8.6,3.5,2.0,128.6,31.119230769230775
2005,1,8.1,3.5,3.0,120.4,40.724000000000004
2005,2,6.684482758620692,1.7551724137931037,6.666666666666667,67.4,66.808
2005,3,9.5,4.7,2.0,69.8,93.45200000000001
2005,4,11.2,4.6,1.0,99.9,157.17999999999995
2005,5,12.7,5.5,0.0,86.0,187.57692307692304
2005,6,16.1,10.5,0.0,62.8,169.60384615384615
2005,7,17.0,11.0,0.0,34.0,144.72307692307692
2005,8,16.9,11.0,0.0,103.6,142.43461538461537
2005,9,16.0,10.6,0.0,107.6,106.94615384615382
2005,10,13.5,8.8,0.0,159.6,83.86923076923077
2005,11,9.3,3.7,4.0,77.4,52.892307692307696
2005,12,8.1,4.0,0.0,143.0,31.119230769230775
2006,1,7.3,2.7,5.0,67.8,40.724000000000004
2006,2,7.4,2.2,5.0,47.0,66.808
2006,3,7.4,2.0,6.0,169.0,93.45200000000001
2006,4,9.7,3.7,2.0,94.0,157.17999999999995
2006,5,13.0,6.6,0.0,114.0,187.57692307692304
2006,6,16.6,9.8,0.0,62.0,169.60384615384615
2006,7,19.9,11.9,0.0,64.8,144.72307692307692
2006,8,16.3,11.4,0.0,102.8,142.43461538461537
2006,9,16.8,11.0,0.0,115.6,106.94615384615382
2006,10,13.9,9.0,0.0,176.4,83.86923076923077
2006,11,9.3,4.5,0.0,183.4,52.892307692307696
2006,12,8.0,3.3,2.0,157.8,31.119230769230775
2007,1,8.3,3.5,2.0,143.0,40.724000000000004
2007,2,8.1,3.1,4.0,150.4,66.808
2007,3,9.2,2.9,2.0,91.6,93.45200000000001
2007,4,13.3,6.3,0.0,23.8,157.17999999999995
2007,5,13.7,6.4,0.0,89.8,187.57692307692304
2007,6,15.8,9.8,0.0,160.8,169.60384615384615
2007,7,16.3,10.1,0.0,122.2,144.72307692307692
2007,8,15.7,11.1,0.0,111.6,142.43461538461537
2007,9,14.7,9.7,0.0,112.2,106.94615384615382
2007,10,14.0,8.6,0.0,83.8,83.86923076923077
2007,11,10.1,6.4,0.0,107.0,52.892307692307696
2007,12,8.2,3.6,0.0,113.0,31.119230769230775
2008,1,7.4,2.8,2.0,268.0,40.724000000000004
2008,2,9.1,3.0,3.0,67.4,66.808
2008,3,7.8,2.4,3.0,212.4,93.45200000000001
2008,4,9.9,4.0,0.0,58.6,157.17999999999995
2008,5,15.4,8.0,0.0,25.0,187.57692307692304
2008,6,15.7,8.7,0.0,81.0,169.60384615384615
2008,7,17.0,11.3,0.0,145.2,144.72307692307692
2008,8,16.8,11.8,0.0,313.0,142.43461538461537
2008,9,14.9,9.3,0.0,186.0,106.94615384615382
2008,10,11.2,5.7,0.0,184.0,83.86923076923077
2008,11,8.6,4.4,2.0,104.6,52.892307692307696
2008,12,6.9,1.5,10.0,83.6,31.119230769230775
2009,1,6.3,1.3,8.0,146.0,40.724000000000004
2009,2,6.8,2.8,6.0,56.6,66.808
2009,3,8.9,3.2,3.0,99.0,93.45200000000001
2009,4,11.4,5.2,0.0,113.6,157.17999999999995
2009,5,13.6,6.5,0.0,129.8,187.57692307692304
2009,6,16.7,9.2,0.0,72.8,169.60384615384615
2009,7,17.4,11.1,0.0,121.6,144.72307692307692
2009,8,17.4,10.9,0.0,177.8,142.43461538461537
2009,9,15.2,9.7,0.0,55.4,106.94615384615382
2009,10,13.0,8.2,0.0,205.8,83.86923076923077
2009,11,9.1,4.4,0.0,274.8,52.892307692307696
2009,12,5.6,1.2,12.0,110.6,31.119230769230775
2010,1,4.9,0.8,11.0,136.0,40.724000000000004
2010,2,4.8,0.0,13.0,115.2,66.808
2010,3,8.2,2.0,8.0,145.8,93.45200000000001
2010,4,11.4,4.1,3.0,72.6,157.17999999999995
2010,5,12.6,6.1,0.0,42.4,187.57692307692304
2010,6,16.6,9.9,0.0,31.8,169.60384615384615
2010,7,17.3,11.1,0.0,172.6,144.72307692307692
2010,8,16.0,10.3,0.0,107.2,142.43461538461537
2010,9,15.3,10.0,0.0,175.0,106.94615384615382
2010,10,12.4,6.8,1.0,80.0,83.86923076923077
2010,11,7.3,2.4,6.0,169.4,52.892307692307696
2010,12,4.0,-0.3,19.0,77.6,31.119230769230775
2011,1,6.0,1.4,7.0,73.6,40.724000000000004
2011,2,8.2,3.0,1.0,190.0,66.808
2011,3,9.2,2.9,2.0,63.0,93.45200000000001
2011,4,14.0,6.3,0.0,40.2,157.17999999999995
2011,5,13.1,7.1,0.0,106.4,187.57692307692304
2011,6,14.6,7.9,0.0,104.2,169.60384615384615
2011,7,15.8,9.6,0.0,93.2,144.72307692307692
2011,8,15.5,9.9,0.0,85.2,142.43461538461537
2011,9,15.7,10.3,0.0,105.8,106.94615384615382
2011,10,12.9,8.0,0.0,229.8,83.86923076923077
2011,11,11.4,6.4,0.0,133.6,52.892307692307696
2011,12,7.0,2.5,1.0,246.4,31.119230769230775
2012,1,7.4,3.2,0.0,159.8,40.724000000000004
2012,2,8.1,4.3,2.0,64.4,66.808
2012,3,10.8,5.2,0.0,35.0,93.45200000000001
2012,4,9.0,3.1,2.0,81.8,157.17999999999995
2012,5,13.4,6.3,1.0,81.6,187.57692307692304
2012,6,14.0,8.3,0.0,226.0,169.60384615384615
2012,7,15.4,10.0,0.0,143.2,144.72307692307692
2012,8,17.3,11.1,0.0,106.6,142.43461538461537
2012,9,14.3,8.8,0.0,139.8,106.94615384615382
2012,10,10.7,5.5,0.0,179.6,83.86923076923077
2012,11,8.2,3.8,1.0,78.4,52.892307692307696
2012,12,6.8,2.5,2.0,196.0,31.119230769230775
2013,1,6.4,2.6,4.0,144.4,40.724000000000004
2013,2,6.2,1.7,6.0,97.6,66.808
2013,3,4.4,0.6,13.0,106.0,93.45200000000001
2013,4,8.8,3.0,5.0,90.8,157.17999999999995
2013,5,11.8,5.6,0.0,133.6,187.57692307692304
2013,6,15.6,8.7,0.0,120.2,169.60384615384615
2013,7,19.6,11.9,0.0,61.4,144.72307692307692
2013,8,17.3,11.2,0.0,71.0,142.43461538461537
2013,9,15.2,9.7,0.0,140.6,106.94615384615382
2013,10,13.1,8.5,0.0,218.6,83.86923076923077
2013,11,8.2,3.7,2.0,84.9,52.892307692307696
2013,12,8.2,3.8,0.0,143.6,31.119230769230775
2014,1,6.7,2.7,1.0,218.0,40.724000000000004
2014,2,7.0,2.3,1.0,239.2,66.808
2014,3,9.1,3.7,3.0,84.6,93.45200000000001
2014,4,12.2,5.9,0.0,44.4,157.17999999999995
2014,5,13.6,7.6,0.0,79.6,187.57692307692304
2014,6,15.4,9.8,0.0,71.6,169.60384615384615
2014,7,18.5,11.9,0.0,78.6,144.72307692307692
2014,8,15.5,10.3,0.0,173.8,142.43461538461537
2014,9,16.6,10.4,0.0,12.2,106.94615384615382
2014,10,13.2,7.6,0.0,148.6,83.86923076923077
2014,11,9.9,5.5,0.0,213.3,52.892307692307696
2014,12,7.1,2.3,4.0,199.8,31.119230769230775
2015,1,6.5,1.0,10.0,145.2,40.724000000000004
2015,2,6.4,1.4,4.0,97.4,66.808
2015,3,8.7,2.1,8.0,100.6,93.45200000000001
2015,4,11.0,2.8,2.0,57.8,157.17999999999995
2015,5,11.3,5.7,0.0,145.0,187.57692307692304
2015,6,14.6,7.9,0.0,51.8,169.60384615384615
2015,7,15.6,9.7,0.0,171.8,144.72307692307692
2015,8,16.7,9.8,0.0,119.4,142.43461538461537
2015,9,14.3,9.1,0.0,61.2,106.94615384615382
2015,10,13.2,7.3,0.0,89.8,83.86923076923077
2015,11,10.6,4.9,1.0,207.9,52.892307692307696
2015,12,9.7,4.2,1.0,188.4,31.119230769230775
2016,1,7.4,3.0,5.0,229.0,40.724000000000004
2016,2,6.5,1.6,4.0,115.6,66.808
2016,3,8.8,3.2,0.0,67.8,93.45200000000001
2016,4,8.7,2.9,3.0,91.4,157.17999999999995
2016,5,14.4,6.5,0.0,48.4,187.57692307692304
2016,6,16.5,10.0,0.0,71.0,169.60384615384615
2016,7,16.6,10.6,0.0,105.8,144.72307692307692
2016,8,17.3,11.3,0.0,71.9,142.43461538461537
2016,9,16.9,10.5,0.0,72.8,106.94615384615382
2016,10,12.5,7.9,0.0,60.2,83.86923076923077
2016,11,8.0,3.1,7.0,108.8,52.892307692307696
2016,12,9.4,4.8,0.0,80.0,31.119230769230775
2017,1,7.6,3.3,4.0,86.8,40.724000000000004
2017,2,7.8,2.9,4.0,90.4,66.808
2017,3,10.3,3.8,3.0,122.0,93.45200000000001
2017,4,10.5,5.1,0.0,38.6,157.17999999999995
2017,5,15.7,7.4,0.0,63.4,187.57692307692304
2017,6,16.4,10.1,0.0,96.2,169.60384615384615
2017,7,16.8,10.2,0.0,175.2,144.72307692307692
2017,8,16.7,10.5,0.0,101.8,142.43461538461537
2017,9,14.8,9.2,0.0,178.6,106.94615384615382
2017,10,13.4,8.3,0.0,115.0,83.86923076923077
2017,11,8.2,4.1,1.0,148.0,52.892307692307696
2017,12,7.3,3.3,4.0,140.8,31.119230769230775
2018,1,6.4,1.9,6.0,198.2,40.724000000000004
2018,2,5.5,0.8,9.0,80.6,66.808
2018,3,6.3,1.3,7.0,110.6,93.45200000000001
2018,4,10.6,4.5,3.0,73.6,157.17999999999995
2018,5,16.0,7.3,0.0,53.8,187.57692307692304
2018,6,18.0,9.3,0.0,49.0,169.60384615384615
2018,7,17.9,11.3,0.0,78.6,144.72307692307692
2018,8,16.5,10.6,0.0,125.6,142.43461538461537
2018,9,14.5,8.5,0.0,80.0,106.94615384615382
2018,10,11.9,6.7,1.0,95.4,83.86923076923077
2018,11,9.8,5.5,0.0,149.8,52.892307692307696
2018,12,8.7,4.5,0.0,150.8,31.119230769230775
2019,1,6.6,3.0,6.0,67.6,40.724000000000004
2019,2,10.1,4.0,3.0,58.8,66.808
2019,3,9.4,3.5,0.0,157.4,93.45200000000001
2019,4,11.3,5.4,1.0,84.6,157.17999999999995
2019,5,12.5,5.6,1.0,58.0,187.57692307692304
2019,6,15.8,8.9,0.0,100.6,169.60384615384615
2019,7,17.4,12.0,0.0,122.0,144.72307692307692
2019,8,17.7,11.5,0.0,184.4,142.43461538461537
2019,9,15.3,9.7,0.0,83.8,106.94615384615382
2019,10,11.2,6.3,0.0,116.4,83.86923076923077
2019,11,8.0,3.8,5.0,156.5,52.892307692307696
2019,12,7.9,3.4,1.0,132.0,31.119230769230775
2020,1,8.1,3.3,1.0,71.8,40.724000000000004
2020,2,7.0,1.7,1.0,246.4,66.808
2020,3,8.2,2.6,2.0,58.4,93.45200000000001
2020,4,12.1,4.5,2.0,29.6,157.17999999999995
2020,5,14.0,6.9,1.0,37.2,187.57692307692304
2020,6,15.8,9.3,0.0,95.2,169.60384615384615
2020,7,15.6,10.1,0.0,128.4,144.72307692307692
2020,8,17.4,11.1,0.0,210.8,142.43461538461537
2020,9,15.6,9.2,0.0,71.6,106.94615384615382
2020,10,11.6,6.8,0.0,211.2,83.86923076923077
2020,11,10.2,5.5,0.0,108.8,52.892307692307696
2020,12,7.1,2.7,4.0,155.8,31.119230769230775
2021,1,5.5,1.0,8.0,138.6,40.724000000000004
2021,2,7.2,2.6,6.0,172.4,66.808
2021,3,8.9,3.7,2.0,65.2,93.45200000000001
2021,4,9.7,2.2,6.0,20.0,157.17999999999995
2021,5,12.2,5.0,2.0,142.2,187.57692307692304
2021,6,16.2,9.5,0.0,49.0,169.60384615384615
2021,7,18.6,11.2,0.0,28.4,144.72307692307692
2021,8,17.1,11.1,0.0,88.0,142.43461538461537
2021,9,16.9,10.6,0.0,92.6,106.94615384615382
2021,10,13.7,8.2,0.0,105.2,83.86923076923077
2021,11,10.1,5.7,1.0,92.8,52.892307692307696
2021,12,8.3,4.0,1.0,169.2,31.119230769230775
2022,1,8.0,3.7,1.0,70.8,40.724000000000004
2022,2,8.1,2.8,2.0,172.2,66.808
2022,3,10.1,3.0,2.0,72.0,93.45200000000001
2022,4,11.2,4.0,2.0,56.8,157.17999999999995
2022,5,14.0,8.1,0.0,95.8,187.57692307692304
2022,6,16.6,9.8,0.0,69.8,169.60384615384615
2022,7,17.4,11.2,0.0,51.6,144.72307692307692
2022,8,18.6,10.8,0.0,50.0,142.43461538461537
2022,9,15.5,10.6,0.0,184.0,106.94615384615382
2022,10,13.3,8.4,0.0,160.6,83.86923076923077
2022,11,11.1,5.5,0.0,121.8,52.892307692307696
2022,12,6.5,2.0,8.0,111.6,31.119230769230775
2023,1,7.6,3.1,5.0,123.4,40.724000000000004
2023,2,9.0,4.4,1.0,42.6,66.808
2023,3,9.3,3.2,7.0,113.4,93.45200000000001
2023,4,11.3,4.7,2.0,107.8,157.17999999999995
2023,5,14.4,6.8,0.0,72.4,187.57692307692304
2023,6,19.6,10.9,0.0,67.4,169.60384615384615
2023,7,16.9,10.7,0.0,170.4,144.72307692307692
2023,8,17.1,11.2,0.0,111.0,142.43461538461537
2023,9,17.2,10.8,0.0,173.4,106.94615384615382
2023,10,12.9,8.3,0.0,257.6,83.86923076923077
2023,11,9.4,4.1,3.0,143.8,52.892307692307696
2023,12,8.5,4.2,3.0,93.4,31.119230769230775
2024,1,7.1,2.0,7.0,106.0,40.724000000000004
2024,2,8.7,3.5,3.0,102.4,66.808
