yyyy,mm,tmax (degC),tmin (degC),af (days),rain (mm),sun (hours)
1853,1,7.120125786163522,1.6773584905660373,8.522012578616351,57.3,46.90105263157895
1853,2,7.8918238993710705,1.746540880503145,7.70440251572327,32.3,66.27157894736841
1853,3,9.707594936708862,2.427848101265823,6.677215189873418,65.5,101.30106382978724
1853,4,12.406918238993711,3.90125786163522,2.8238993710691824,46.2,144.78936170212768
1853,5,15.365408805031446,6.3496855345911944,0.36477987421383645,13.2,176.2127659574468
1853,6,18.12264150943396,9.276100628930818,0.0,53.3,156.12659574468083
1853,7,19.333962264150944,11.09119496855346,0.0,78.0,131.352688172043
1853,8,18.925786163522012,10.831446540880503,0.006289308176100629,56.6,132.11182795698923
1853,9,16.67610062893082,9.010691823899371,0.018867924528301886,24.5,109.7808510638298
1853,10,13.09748427672956,6.350314465408806,1.1823899371069182,94.8,87.26595744680851
1853,11,9.50125786163522,3.4842767295597485,4.672955974842767,75.5,59.488297872340425
1853,12,7.528301886792453,2.1459119496855346,7.383647798742138,39.1,37.915217391304346
1854,1,7.120125786163522,1.6773584905660373,8.522012578616351,78.9,46.90105263157895
1854,2,7.8918238993710705,1.746540880503145,7.70440251572327,38.8,66.27157894736841
1854,3,9.707594936708862,2.427848101265823,6.677215189873418,41.2,101.30106382978724
1854,4,12.406918238993711,3.90125786163522,2.8238993710691824,4.5,144.78936170212768
1854,5,15.365408805031446,6.3496855345911944,0.36477987421383645,73.5,176.2127659574468
1854,6,18.12264150943396,9.276100628930818,0.0,115.4,156.12659574468083
1854,7,19.333962264150944,11.09119496855346,0.0,133.1,131.352688172043
1854,8,18.925786163522012,10.831446540880503,0.006289308176100629,65.6,132.11182795698923
1854,9,16.67610062893082,9.010691823899371,0.018867924528301886,42.4,109.7808510638298
1854,10,13.09748427672956,6.350314465408806,1.1823899371069182,73.6,87.26595744680851
1854,11,9.50125786163522,3.4842767295597485,4.672955974842767,63.0,59.488297872340425
1854,12,7.528301886792453,2.1459119496855346,7.383647798742138,107.2,37.915217391304346
1855,1,7.120125786163522,1.6773584905660373,8.522012578616351,7.3,46.90105263157895
1855,2,7.8918238993710705,1.746540880503145,7.70440251572327,38.7,66.27157894736841
1855,3,9.707594936708862,2.427848101265823,6.677215189873418,54.2,101.30106382978724
1855,4,12.406918238993711,3.90125786163522,2.8238993710691824,34.2,144.78936170212768
1855,5,15.365408805031446,6.3496855345911944,0.36477987421383645,62.2,176.2127659574468
1855,6,18.12264150943396,9.276100628930818,0.0,60.2,156.12659574468083
1855,7,19.333962264150944,11.09119496855346,0.0,71.5,131.352688172043
1855,8,18.925786163522012,10.831446540880503,0.006289308176100629,83.3,132.11182795698923
1855,9,16.67610062893082,9.010691823899371,0.018867924528301886,37.4,109.7808510638298
1855,10,13.09748427672956,6.350314465408806,1.1823899371069182,81.9,87.26595744680851
1855,11,9.50125786163522,3.4842767295597485,4.672955974842767,17.4,59.488297872340425
1855,12,7.528301886792453,2.1459119496855346,7.383647798742138,54.3,37.915217391304346
1856,1,7.120125786163522,1.6773584905660373,8.522012578616351,58.7,46.90105263157895
1856,2,7.8918238993710705,1.746540880503145,7.70440251572327,38.8,66.27157894736841
1856,3,9.707594936708862,2.427848101265823,6.677215189873418,21.1,101.30106382978724
1856,4,12.406918238993711,3.90125786163522,2.8238993710691824,26.3,144.78936170212768
1856,5,15.365408805031446,6.3496855345911944,0.36477987421383645,107.4,176.2127659574468
1856,6,18.12264150943396,9.276100628930818,0.0,58.1,156.12659574468083
1856,7,19.333962264150944,11.09119496855346,0.0,39.4,131.352688172043
1856,8,18.925786163522012,10.831446540880503,0.006289308176100629,66.9,132.11182795698923
1856,9,16.67610062893082,9.010691823899371,0.018867924528301886,80.1,109.7808510638298
1856,10,13.09748427672956,6.350314465408806,1.1823899371069182,36.5,87.26595744680851
1856,11,9.50125786163522,3.4842767295597485,4.672955974842767,36.1,59.488297872340425
1856,12,7.528301886792453,2.1459119496855346,7.383647798742138,90.5,37.915217391304346
1857,1,7.120125786163522,1.6773584905660373,8.522012578616351,82.7,46.90105263157895
1857,2,7.8918238993710705,1.746540880503145,7.70440251572327,41.6,66.27157894736841
1857,3,9.707594936708862,2.427848101265823,6.677215189873418,99.3,101.30106382978724
1857,4,12.406918238993711,3.90125786163522,2.8238993710691824,112.2,144.78936170212768
1857,5,15.365408805031446,6.3496855345911944,0.36477987421383645,31.6,176.2127659574468
1857,6,18.12264150943396,9.276100628930818,0.0,47.5,156.12659574468083
1857,7,19.333962264150944,11.09119496855346,0.0,70.5,131.352688172043
1857,8,18.925786163522012,10.831446540880503,0.006289308176100629,76.0,132.11182795698923
1857,9,16.67610062893082,9.010691823899371,0.018867924528301886,45.7,109.7808510638298
1857,10,13.09748427672956,6.350314465408806,1.1823899371069182,40.2,87.26595744680851
1857,11,9.50125786163522,3.4842767295597485,4.672955974842767,84.6,59.488297872340425
1857,12,7.528301886792453,2.1459119496855346,7.383647798742138,42.7,37.915217391304346
1858,1,7.120125786163522,1.6773584905660373,8.522012578616351,37.0,46.90105263157895
1858,2,7.8918238993710705,1.746540880503145,7.70440251572327,32.8,66.27157894736841
1858,3,9.707594936708862,2.427848101265823,6.677215189873418,27.4,101.30106382978724
1858,4,12.406918238993711,3.90125786163522,2.8238993710691824,133.8,144.78936170212768
1858,5,15.365408805031446,6.3496855345911944,0.36477987421383645,83.9,176.2127659574468
1858,6,18.12264150943396,9.276100628930818,0.0,26.3,156.12659574468083
1858,7,19.333962264150944,11.09119496855346,0.0,78.5,131.352688172043
